JPS_ID	作品名	作品名かな	作品名_重複	作品名かな_重複
160641	扉石残片	とびらいしざんぺん	1	1
125025	比叡めくり・庚申富士日記《山路集》	ひえめぐりこうしんふじにっき	1	1
56752	比叡山再興勧進帳	ひえいざんさいこうかんじんちょう	1	1
118261	比叡山西宝幢院鐘銘	ひえいざんにしほうどういんしょうめい	1	1
5334	比叡山東塔図	ヒエイザントウトウズ	1	1
143039	比丘恵感造像記	びくえかんぞうぞうき	1	1
144343	比丘像頭部	びくぞうとうぶ	1	1
143047	比丘道匠造像記	びくどうしょうぞうぞうき	1	1
143045	比丘尼慈香慧政造像記	びくにじこうえしょうぞうぞうき	1	1
168397	比丘尼聖国・乙姫御前連署売券	ビクニショウコク・オトヒメゴゼンレンショバイケン	1	1
143042	比丘法生造像記	びくほうしょうぞうぞうき	1	1
54271	比良の暮雪	ひら　ぼせつ	1	1
81018	比良山蒔絵硯箱	ひらさんまきえすずりばこ	1	1
49858	比良暮雪	ひらのぼせつ	1	1
118562	皮華鬘《東寺皮華鬘図》	とうじかわけまんず	1	1
12778	皮袋形瓶	かわぶくろがたへい	1	1
168619	碑字書	ヒジショ	1	1
167859	秘伝画法書	ヒデンガホウショ	1	1
128053	秘伝書巻	ひでんしょかん	1	1
120193	秘伝造庭法巻	ひでんぞうていほうのまき	1	1
176138	秘密成就クルクラー立像	ヒミツジョウジュウクルクラーリュウゾウ	1	1
176305	秘密成就馬頭像	ヒミツジョウジュバトウゾウ	1	1
176132	秘密馬頭金剛父母仏立像	ヒミツコンゴンヤムユムリュウゾウ	1	1
169422	秘曼荼羅（唐本曼荼羅）	ヒマンダラ(トウホンマンダラ)	1	1
149674	緋色繻子地牡丹鳳凰文様編繡	ひいろしゅすじぼたんほうおうもんようあみしゅう	1	1
168385	緋切袴	ヒキリバカマ	1	1
170876	緋大口	ヒオオクチ	1	1
50251	緋縅力弥	ひおどしりきや	1	1
80756	緋襷一重口水指	ひだすきひとえぐちみずさし	1	1
164381	緋襷向付	ひだすきむこうづけ	1	1
121512	肥後熊本之城図	ひごくまもとのしろず	1	1
120679	肥後国浄水寺南大門碑摸刻拓本	なんだいもんひ	1	1
127316	肥後国鐔工系譜	ひごのくにたんこうけいふ	1	1
128488	肥後日向大隅薩摩四州図	ひごひゅうがおおすみさつまししゅうず	1	1
171132	肥前古窯址出土磁器片	ビゼンコヨウシシュツドジキヘン	1	1
128556	肥前国高来郡温泉山之図	ひぜんのくにたかきぐんおんせんやまのず	1	1
80507	肥前窯址出土陶片	ひぜんようししゅつどとうへん	1	1
171133	肥前諸窯他窯址出土陶磁片	ヒゼンショヨウホカヨウシシュツドトウジヘン	1	1
128942	肥陽軍記	ひようぐんき	1	1
85755	被衣  紺絽地山水模様	かづき　 こんろじさんすいもよう	1	1
87427	被衣 紺絽地松皮段草花鶴丸模様	かづき こんろじまつかわだんくさばなつるのまるもよう	1	1
87540	被衣 紺絽地松皮菱花丸模様	かづき　こんろじまつかわびしはなまるもよう	1	1
87232	被衣 紺絽地松皮菱菖蒲模様	かづき　こんろじまつかわびししょうぶもよう	1	1
87024	被衣 染分麻地松皮菱菊蕨模様	かづき そめわけあさじまつかわびしきくわらびもよう	1	1
178330	被布 水浅葱縮緬地猫手鞠冊子模様	ひふ みずあさぎちりめんじねこてまりさっしもよう	1	1
53005	誹風柳多留・囲者	はいふうやなぎだる　かこいもの	1	1
53003	誹風柳多留・格子の内外	はいふうやなぎだる　こうし　うちそと	1	1
49755	誹風柳多留・腰帯	はいふうやなぎだる　こしおび	1	1
49754	誹風柳多留・細見	はいふうやなぎだる　さいけん	1	1
49756	誹風柳多留・舟遊び	はいふうやなぎだる　ふなあそ	1	1
53004	誹風柳多留・神詣	はいふうやなぎだる　かみもうで	1	1
51415	誹諧秀逸・秋の風	はいかいしゅういつ　あき　かぜ	1	1
4946	避世山水図	ヒセイサンスイズ	1	1
154472	飛ぶ鳥に乗るエロス	とぶとりにのるえろす	1	1
120420	飛雲閣各種実測図	ひうんかくかくしゅじっそくず	1	1
120003	飛雲閣紙製模型	ひうんかくかみせいもけい	1	1
120214	飛雲閣実測図	ひうんかくじっそくず	1	1
120143	飛雲閣地図	ひうんかくず	1	1
3335	飛雲鐘形鏡	ヒウンカネガタキョウ	1	1
124851	飛花山名所由来和歌・良夜賜題詩歌［他］《飛鳥山和歌良夜賜題詩歌》	あすかやまめいしょゆらいわかりょうやしだいのしいか	1	1
71871	飛雁水草鏡	ひがんみずくさきょう	1	1
12309	飛脚屋看板	ひきゃくやかんばん	1	1
130950	飛脚之事	ひきゃくのこと	1	1
38591	飛禽走獣図巻　走獣巻 	ひ         きん       そう   じゅう      ず       かん　　　　   そうじゅうの まき#	1	1
154022	飛禽走獣文帯神獣鏡	ひきんそうじゅうもんたいしんじゅうきょう	1	1
123980	飛鴻堂印譜三集	ひこうどういんぷさんしゅう	1	1
128975	飛州軍覧記・飛州千光寺記・飛州三澤記；全	ひしゅうぐんらんき・ひしゅうせんこうじき・ひしゅうみさわき	1	1
137159	飛州高山破城覚	ひしゅうたかやまはじょうおぼえ	1	1
4562	飛雀図	ヒジャクズ	1	1
78417	飛青磁大瓶	とびせいじたいへい	1	1
148153	飛青磁夜学蓋置	とびせいじやがくふたおき	1	1
3353	飛仙八稜鏡	ヒセンハチリョウキョウ	1	1
168842	飛倉縁起	トビクラエンギ	1	1
86144	飛騨一位雛	ひだいちいびな	1	1
48263	飛騨高山	ひだたかやま	1	1
128419	飛騨高山図	ひだたかやまず	1	1
128956	飛騨国治乱記・大塔軍記（大塔物語）・蘆田記；全	ひだのくにちらんき・だいとうぐんき・あしだき	1	1
162539	飛騨地方採集石器・石製品	ひだちほうさいしゅうせっき・せきせいひん	1	1
5535	飛騨篭渡図	ヒダカゴワタシズ	1	1
132930	飛弾匠物語	ひだのたくみものがたり	1	1
168465	飛鳥井雅綱和歌短冊	アスカイマサツナワカタンザク	1	1
50702	飛鳥山（『普賢像』）	あすかやま　ふげんぞう	1	1
51245	飛鳥山の花見	あすかやま　はなみ	1	1
50405	飛鳥山の行楽	あすかやま　こうらく	1	1
38540	飛鳥山図	あすかやまず	1	1
118173	飛鳥山碑	あすかやまひ	1	1
51414	飛鳥山暮雪	あすかやまぼせつ	1	1
311	飛鳥寺出土 素弁蓮華文軒丸瓦破片	アスカデラシュツド ソベンレンゲモンノキマルガワラハヘン	1	1
236	飛鳥寺出土 複弁蓮華文軒丸瓦破片	アスカデラシュツド フクベンレンゲモンノキマルガワラハヘン	1	1
144912	飛鳥虫草花文鏡	ひちょうちゅうそうかもんきょう	1	1
169593	飛鳥遊羊図	ヒチョウユウヨウズ	1	1
145454	飛天十二支八花鏡	ひてんじゅうにしはっかきょう	1	1
168783	飛天図	ヒテンズ	1	1
166769	飛天像	ひてんぞう	1	1
57869	飛天二大字	ひてんにだいじ	1	1
159354	飛騰綺麗	きとうきれい	1	1
3773	飛白七言対聯	ヒハクシチゴンツイレン	1	1
172726	飛白書「龍」「虎」	ヒハクショ「リュウ」「トラ」	1	1
142287	飛蜂遊蛙図扇面	ひほうゆうあずせんめん	1	1
174582	飛龍図目貫	ヒリュウズメヌキ	1	1
169847	飛瀑交雀図	ヒバクコウジャクズ	1	1
159576	飛翔する神像	ひしょうするしんぞう	1	1
173335	飛鶴鏡 天下一	ヒカクキョウ テンカイチ	1	1
5350	飛鶴図	ヒカクズ	1	1
53085	樋口次郎兼光	ひぐちじろうかねみつ	1	1
81045	樋口蒔絵螺鈿印籠	ひぐちまきえらでんいんろう	1	1
52225	備後三郎高徳	びんごさぶろうたかのり	1	1
119452	備後三郎高徳軍旗搨本	びんごさぶろうたかのりぐんきたくほん	1	1
127967	備後表織元と掛合御用一件	びんごおもておりもととかけあいごよういっけん	1	1
128471	備前国絵図	びぜんのくにえず	1	1
119857	備前国邑久郡上寺所蔵;佐々木三郎盛綱甲冑図式	びぜんのくにおくのごおりかみでらしょぞうささきさぶろうもりつなかっちゅうずしき	1	1
170374	備前双耳水指	ビゼンソウジミズサシ	1	1
128963	備前文明乱記・妙善寺合戦記	びぜんぶんめいらんき・みょうぜんじかっせんき	1	1
170376	備前籠形水指	ビゼンカゴガタミズサシ	1	1
170827	備中吉備宮鉄燈籠図	ビッチュウキビノミヤテツトウロウズ゛	1	1
128478	備中国巡覧大絵図《備中国大絵図》	びっちゅうのくにじゅんらんおおえず	1	1
128964	備中兵乱記・太田水責記・湯川彦衛門覚書	びっちゅうへいらんき・おおたみずぜめのき・ゆかわひこえもんおぼえがき	1	1
124957	備中名勝考《備中名所図会》	びっちゅうめいしょうこう	1	1
120407	備忘注文帳	びぼうちゅうもんちょう	1	1
4864	尾形光琳宛書状、証書、覚書等	オガタコウリンアテショジョウ、ショウショ、オボエガキナド	1	1
4895	尾形光琳関係資料 小西家伝来	オガタコウリンカンケイシリョウ コニシケデンライ	1	1
4859	尾形光琳叙法橋口宣案	オガタコウリンジョホッキョウコウセンアン	1	1
4863	尾形光琳新町屋敷造作仕様及絵図等	オガタコウリンシンマチヤシキゾウサシヨウオヨビエズナド	1	1
4865	尾形光琳親族等関係文書	オガタコウリンシンゾクナドカンケイモンジョ	1	1
4868	尾形宗謙宛書状等	オガタソウケンアテショジョウナド	1	1
4869	尾形宗謙関係文書	オガタソウケンカンケイモンジョ	1	1
4866	尾形宗謙証書、譲状等	オガタソウケンショウショ、ユズリジョウナド	1	1
124579	尾形派	おがたは	1	1
127396	尾戸陶器師森田久右衛門江戸旅行日記写《尾戸陶工森田久右衛門旅行日記》	おととうきしもりたきゅうえもんえどりょこうにっきうつし	1	1
120145	尾州邸御成御門建地割之図	びしゅうていおなりごもんたてちわり	1	1
48671	尾上菊五郎の曽我五郎と市村亀蔵の曽我十郎	おのえきくごろう　そがごろう　いちむらかめぞう　そがじゅうろう	1	1
49083	尾上松助の松下造酒之進	おのえまつすけ　まつしたみきのしん	1	1
50075	尾上政蔵の垣外扇持ち	おのえまさぞう　かいとおうぎも	1	1
52411	尾上民蔵のおふさ	おのえたみぞう	1	1
52410	尾上民蔵のしやうとく太子	おのえたみぞう　　　　　　たいし	1	1
166240	尾垂釜	オダレガマ	1	1
119631	尾張賢林寺天福二年在銘磬拓本	おわりけんりんじてんぷくにねんざいめいけいたくほん	1	1
125056	尾張国解文	おわりのくにげぶみ	1	1
119247	尾張国笠覆寺鐘銘拓本	おわりのくにりゅうふくじしょうめいたくほん	1	1
119246	尾張国甚目寺金口拓本	おわりのくにじもくじきんこたくほん	1	1
118601	尾張国熱田古宮之瓦譜	おわりのくにあつたこぐうがふ	1	1
124914	尾張名所図会　前編第5	おわりめいしょずえ	1	1
128619	尾張名勝志（外題：張州名勝志）	おわりめいしょうし（ちょうしゅうめいしょうし）	1	1
37814	尾長鳥図	おながどりず	1	1
119370	尾藤二洲墓碣拓本	びとうにしゅうぼけつたくほん	1	1
1632	微格子文様海気	ミジンコウシモンヨウカイキ	1	1
37752	微笑	みしょう	1	1
72909	微塵地兎象嵌煙管	みじんじうさぎぞうがんきせる	1	1
51554	枇杷に小禽	びわ　しょうきん	1	1
84296	枇杷牙彫根付	びわげちょうねつけ	1	1
5387	枇杷図 民国２２年８月	ビハズ ミンコク22ネン8ガツ	1	1
4533	枇杷図（絵小条幅）	ビワズ(エショウジョウフク)	1	1
160605	枇杷図軸	びわずじく	1	1
141983	枇杷図扇面	びわずせんめん	1	1
81668	枇杷木画巻煙草立	びわもくがまきたばこたて	1	1
171794	枇杷鼈甲珊瑚簪	ビワベッコウサンゴカンザシ	1	1
48663	毘沙門天	びしゃもんてん	1	1
48050	毘沙門天図像	びしゃもんてんずぞう	1	1
15930	毘尼母経　巻第五（足利尊氏願経）	びにもきょう　かんだい5（あしかがたかうじがんきょう）	1	1
4306	毘尼母経巻第一	ビニモキョウカンダイ1	1	1
4411	毘婆沙論巻第一	ビバサロンマキダイイッカン	1	1
144564	毘盧舎那仏立像	びるしゃなぶつりゅうぞう	1	1
15444	毘羯羅大将立像（子）（十二神将立像のうち）	びからだいしょうりゅうぞう（ね）（じゅうにしんしょうりゅうぞうのうち）	1	1
84082	琵琶 銘 大虎	びわ　めい おおとら	1	1
5616	琵琶湖宇治川写生図巻	ビワコウジガワシャセイズカン	1	1
128431	琵琶湖之風致･田子浦富士之景《琵琶湖並田子浦冨士図》	びわこのふうちたごのうらふじのけい	1	1
125435	眉作結髪記	まゆづくりけっぱつき	1	1
160834	眉子紋歙州石長方硯	びしもんきゅうじゅうせきちょうほうけん	1	1
112633	眉庇付冑形埴輪	まびさしつきかぶとがたはにわ	1	1
96474	眉庇付冑残片	まびさしつきかぶとざんぺん	1	1
51026	美しんあはせ・紅葉	び　　　　　　もみじ	1	1
38850	美音	びおん	1	1
118837	美作国府遺趾碑搨本	みまさかこくふいしひたくほん	1	1
120410	美術工芸金工術彫刻現況意見草稿	びじゅつこうげいきんこうじゅつちょうこくげんきょういけんそうこう	1	1
124649	美術真説《美術真説フェノロサ氏龍池会演説筆記》	びじゅつしんせつ	1	1
120478	美術展覧会褒賞証	びじゅつてんらんかいほうしょうしょう	1	1
53991	美盾八竸・八嶋夕照	みたてはっけい　やしまのせきしょう	1	1
52167	美情公官婦・字温長	びせいこうかんふ　あざなはうんちょう	1	1
173707	美人（読書）	ビジン（ドクショ）	1	1
50941	美人と水売り	びじん　みずう	1	1
53015	美人と蜘蛛	びじん　くも	1	1
52217	美人に猿	びじん　さる	1	1
54518	美人に駕籠	びじん　かご	1	1
52973	美人に蛍	びじん　ほたる	1	1
54836	美人に紙蛇	びじん　かみへび	1	1
54521	美人に兎	びじん　うさぎ	1	1
52032	美人の首	びじん　くび	1	1
49041	美人の書見	びじんのしょけん	1	1
49920	美人の文を偸み見る若衆	びじん　ふみ　ぬす　み　わかしゅ	1	1
46300	美人はな合の内	びじん あわせ うち	1	1
47990	美人愛猫	びじんあいびょう	1	1
47851	美人愛猫図	びじんあいびょうず	1	1
50665	美人一代五十三次・とつか	びじんいちだいごじゅうさんつぎ	1	1
52839	美人一代五十三次・蒲原	びじんいちだいごじゅうさんつぎ　かんばら	1	1
51263	美人花見立・牡丹	びじんはなみたて　ぼたん	1	1
51264	美人花見立・百合	びじんはなみたて　ゆり	1	1
50457	美人花合	びじんはなあわせ	1	1
52892	美人五節の遊・重陽	びじんごせち　あそび　ちょうよう	1	1
48973	美人五節句・松葉屋うち染之助、わかき、わかは	びじんごせっく　まつばや　そめのすけ	1	1
48974	美人五節句・丁字屋うち千山、やそち、いそち	びじんごせっく・ちょうじやうちせんざん	1	1
50670	美人五面相・襟を直す女	びじんごめんそう　えり　なお　おんな	1	1
50671	美人五面相・文を書く女	びじんごめんそう　ふみ　か　おんな	1	1
50669	美人五面相・羽子板を持つ娘	びじんごめんそう　はごいた　も　むすめ	1	1
51951	美人合・海女	びじんあわせ　あま	1	1
5927	美人採蓮図	ビジンサイレンズ	1	1
169088	美人裁縫図	ビジンサイホウズ	1	1
49931	美人三番叟	びじんさんばそう	1	1
52346	美人三幅對・小野小町　右	びじんさんぷくつい　おののこまち　みぎ	1	1
53519	美人七小町・扇や内瀧川	びじんななこまち　おうぎ　うちたきがわ	1	1
52832	美人秋の七草・息女	びじんあき　ななくさ　そくじょ	1	1
50466	美人十容・二丁まちの娘風	びじんじゅうよう　にちょう　　　むすめふう	1	1
50467	美人十容・北国の部屋	びじんじゅうよう　ほっこく　へや	1	1
173777	美人春秋（春の野）	ビジンシュンジュウ（ハルノノ）	1	1
169386	美人春帯図	ビジンシュンタイズ	1	1
52703	美人針仕事	びじんはりしごと	1	1
48728	美人雪こかし	びじんゆき	1	1
48796	美人挿花	びじんそうか	1	1
52136	美人草	びじんそう	1	1
38317	美人弾三味線図	びじんしゃみせんひきず	1	1
53408	美人東海道・鞠子ノ驛　二十一	びじんとうかいどう　まりこのえき	1	1
53409	美人東海道・金谷宿　廿五	びじんとうかいどう　かなやじゅく　にじゅうご	1	1
53407	美人東海道・原ノ驛　十四	びじんとうかいどう　はらのえき	1	1
53411	美人東海道・袋井宿　廿八	びじんとうかいどう　ふくろいじゅく	1	1
53406	美人東海道・大磯驛　九	びじんとうかいどう　おおいそえき	1	1
53410	美人東海道・日坂驛　廿六	びじんとうかいどう　にっさかのえき	1	1
142877	美人董氏墓誌銘	びじんとうしぼしめい	1	1
4535	美人納涼図	ビジンノウリョウズ	1	1
52729	美人面相拾躰之圖・爪切り	びじんめんそうじゅったいのず　つめき	1	1
54628	美人欄による	びじんらん	1	1
53463	美人六哥仙	びじんろっかせん	1	1
52726	美人氣量竸・五明樓花扇	びじんきりょうくらべ　ごめいろうはなおうぎ	1	1
50705	美人氣量竸・五明樓瀧川	びじんきりょうくらべ　ごめいろうたきがわ	1	1
52947	美人筭草三幅對・丁子屋内てう山	びじんさんそうさんぷくつい　ちょうじやうち　　ざん	1	1
116395	美努岡万墓誌	みののおかまろぼし	1	1
118251	美努岡万呂墓志	みぬのおかまろぼし	1	1
52999	美南見十二候・三月	みなみじゅうにこう　さんがつ	1	1
49821	美南見十二候・四月　品川沖の汐干	みなみじゅうにこう　しがつ　しながわおき　しおひ	1	1
49819	美南見十二候・八月	みなみじゅうにこう　はちがつ	1	1
118921	美濃[国]揖斐郡宮地川柳庵明鐘[銘拓本]	みののくにみやじせんりゅうあんめいしょうたくほん	1	1
118919	美濃安八郎神戸日吉社石狛犬[銘拓本]	みのごうどひえしゃいしこまいぬめいたくほん	1	1
80849	美濃伊賀耳付水指	みのいがみみつきみずさし	1	1
124865	美濃奇観	みのきかん	1	1
128418	美濃国郡県人跡路程図説《改正美濃国全図》	みののくにぐんけんじんせきろていずせつ	1	1
120699	美濃国不破関碑拓本	ふわのせきひ	1	1
128427	美濃国輿地全図	みののくによちぜんず	1	1
120704	美濃国養老泉碑拓本	ようろうせんひ	1	1
118920	美濃不破郡宮代朝倉寺五重石塔[銘拓本]	みのあさくらでらごじゅうせきとうめいたくほん	1	1
124841	美濃明細記	みのめいさいき	1	1
49823	美名見新庭袖ケ岡春景	みなみしんていそでがおかしゅんけい	1	1
136817	鼻下長生薬	はなのしたながいきのくすり	1	1
118782	鼻紙台模写図	はながみだいもしゃず	1	1
81456	柊蒔絵大皷胴	ひいらぎまきえおおつづみどう	1	1
174499	柊図透鐔	ヒイラギズスカシツバ	1	1
174558	柊図目貫	ヒイラギズメヌキ	1	1
49240	稗蒔きを見る遊女	ひえま　み　ゆうじょ	1	1
49668	稗蒔を持つ娘	ひえまき　も　むすめ	1	1
170494	髭徳利	ヒゲトックリ	1	1
40318	彦根屏風（模本）	ひこねびょうぶ　もほん	1	1
37777	彦山真景図	ひこさんしんけいず	1	1
123782	菱ガヒ	ひしがい	1	1
1027	菱に雑宝窠文様綾法衣	ヒシニザッポウカモンヨウアヤホウエ	1	1
3125	菱花唐草双鳥鏡	ヒシバナカラクサソウチョウキョウ	1	1
84580	菱貝蒔絵硯箱	ひしかいまきえすずりばこ	1	1
113449	菱環鈕式銅鐸	りょうかんちゅうしきどうたく	1	1
1569	菱形花文モ－ル肩掛	ヒシガタカモンモ-ルカタカケ	1	1
703	菱形繋文縁方格規矩鳥獣鏡	リョウケイツナギモンブチホウカクキクチョウジュウキョウ	1	1
78108	菱形獅子鈕香炉	ひしかたししつまみこうろ	1	1
1578	菱形文様モ－ル腰巻	ヒシガタモンヨウモ-ルコシマキ	1	1
1706	菱繋ぎ地宝尽し文様金地金襴	ヒシツナギジタカラヅクシモンヨウキンジキンラン	1	1
12515	菱繋幾何学文様経絣腰衣	ひしつなぎきかがくもんようたてかすりこしい	1	1
1557	菱繋文様更紗印金帯	ヒシツナギモンヨウサラサインキンオビ	1	1
170991	菱小紋裃地（浅葱麻地　小紋染）	ヒシコモンカミシモジ（アサギアサジ　コモンゾメ）	1	1
12524	菱青海波文様染分絞ショール	ひしせいかいはもんようそめわけしぼりしょーる	1	1
161721	菱瓶形雲唐草文七宝水滴	ひしへいがたくもからくさもんしっぽうすいてき	1	1
161513	菱瓶形剣三つ葉文七宝水滴	ひしへいがたけんみつばもんしっぽうすいてき	1	1
12434	菱文繋金糸紋織ショール	ひしもんつなぎきんしもんおりしょーる	1	1
172986	菱餅・菱台	ヒシモチ　ヒシダイ	1	1
174214	菱紋散鐔	アオイモンチラシツバ	1	1
77609	菱紋小透霰象嵌鐔	ひしもんこすかしあられぞうがんつば	1	1
12683	肘甲	ちゅうこう	1	1
118500	必勝論《神武必勝論》	じんむひっしょうろん	1	1
126992	畢洒林氏万国公法《万国公法》	ふひすせりんくしばんこくこうほう	1	1
51880	筆ノ海	ふでのうみ	1	1
57349	筆架	ひっか	1	1
5054	筆供養図巻	フデクヨウズカン	1	1
160941	筆者不詳／高野大師行状絵詞抜模	ひっしゃふしょう／こうやだいしぎょうじょうえことばぬきも	1	1
75904	筆唐墨図笄	ふでからすみずこうがい	1	1
1582	桧垣に桐唐草文様厚板	ヒガキニキリカラクサモンヨウアツイタ	1	1
162620	桧垣松梅図甑口釜	ひがきまつうめずこしきぐちがま	1	1
162616	桧垣梅松の図甑口釜	ひがきうめまつのずこしきぐちがま	1	1
12261	桧冠桶	ひのきかんむりおけ	1	1
123808	桧扇ガヒ	ひおうぎがい	1	1
47858	姫君図	ひめぎみのず	1	1
122656	姫石楠木・岩千鳥・岩鏡・岩蓬	ひめしゃくなぎ・いわちどり・いわかがみ・いわおうぎ	1	1
84826	姫路革 浅葱地牡丹唐草模様	ひめじがわ あさぎじぼたんからくさもよう	1	1
4492	百詠和歌巻第十一	ヒャクエイワカマキダイ11	1	1
37815	百猿図	ひゃくえんず	1	1
127955	百家格致叢書；玉・骨角・錦繍・象	ひゃっかかくちそうしょ	1	1
124352	百科全書植物生理学；上・下	ひゃっかぜんしょしょくぶつせいりがく	1	1
4942	百果図巻	ヒャッカズカン	1	1
126600	百花種芸録；巻1～4	ひゃっかかしゅげいろく	1	1
11996	百花図屏風	ひゃっかずびょうぶ	1	1
38841	百花闘芳	ひゃっかとうほう	1	1
43532	百喜図巻（模本）	ひゃっきずかん　もほん	1	1
54290	百喜夜興姿影絵	ひゃっきやぎょうすがたうつしえ	1	1
127309	百器図解	ひゃっきずかい	1	1
121209	百気夜奥化物評判記全	ひゃっきやこうばけものひょうばんきぜん	1	1
133554	百鬼夜行拾遺	ひゃっきやぎょうしゅうい	1	1
84280	百鬼夜行木彫根付	ひゃっきやぎょうもくちょうねつけ	1	1
4751	百牛図巻	ヒャクギュウズカン	1	1
167636	百犬図	ヒャッケンズ	1	1
51332	百合	ゆり	1	1
53401	百合花に杜宇	ゆりのはな　ほととぎす	1	1
82874	百合蒔絵櫛	ゆりまきえくし	1	1
47236	百合若物語絵巻	ゆりわかものがたりえまき	1	1
5469	百合図	ユリズ	1	1
175718	百済観音宝冠及胸飾模造	くだらかんのんほうかんおよびむねかざりもぞう	1	1
46511	百子図（版画）	ひゃくしず	1	1
56419	百寿字	ひゃくじゅじ	1	1
123649	百重介	やえがい	1	1
57815	百人一首 三十六歌仙和歌	ひゃくにんいっしゅ さんじゅうろっかせんわか	1	1
53258	百人一首うはかゑとき・持統天皇	ひゃくにんいっしゅ　　　　　　　じとうてんのう	1	1
51314	百人一首うはかゑとき・小野の小町	ひゃくにんいっしゅ　おの　こまち	1	1
51316	百人一首うはかゑとき・大納言経信	ひゃくにんいっしゅ　　　　　　　だいなごんつねのぶ	1	1
51310	百人一首うはかゑとき・天智天皇	ひゃくにんいっしゅ　てんちてんのう	1	1
51304	百人一首うはか縁説・清原深養父	ひゃくにんいっしゅ　えとき　きよはらのふかやぶ	1	1
51308	百人一首うはか恵とき・源宗于朝臣	ひゃくにんいっしゅ　え　みなもとのむねゆきあそん	1	1
51311	百人一首うはか恵とき・文屋朝康	ひゃくにんいっしゅ　　　え　　　　ふんやのあさやす	1	1
172825	百人一首かるた	ヒャクニンイッシュカルタ	1	1
126461	百人一首一夕話	ひゃくにんいっしゅひとよがたり	1	1
51315	百人一首宇波かゑとき・安倍仲麿	ひゃくにんいっしゅうば　　　　　あべのなかまろ	1	1
53259	百人一首宇波かゑとき・山辺の赤人	ひゃくにんいっしゅうば　　　　　やまべ　あかひと	1	1
51309	百人一首宇波かゑとき・春道列樹	ひゃくにんいっしゅうば　　　　　はるみちのつらき	1	1
51317	百人一首宇波か衛とき・三條院	ひゃくにんいっしゅうば　え　　　さんじょういん	1	1
53256	百人一首宇波か縁説・権中納言定家	ひゃくにんいっしゅうば　えとき　ごんちゅうなごんさだいえ	1	1
51319	百人一首宇波か縁説・貞信公	ひゃくにんいっしゅうば　えとき　ていしんこう	1	1
51313	百人一首宇波か縁説・藤原道信朝臣	ひゃくにんいっしゅうば　えとき　ふじわらのみちのぶあそん	1	1
51318	百人一首宇破かゑとき・藤原繁行朝臣	ひゃくにんいっしゅうば　　　　　ふじわらのとしゆきあそん	1	1
51305	百人一首宇破か縁説・参儀等	ひゃくにんいっしゅうば　えとき　さんぎひとし	1	1
51312	百人一首姥か恵とき・菅家	ひゃくにんいっしゅうば　え　　　かんけ	1	1
51302	百人一首姥か恵とき・大中臣能宣朝臣	ひゃくにんいっしゅうば　え　　　おおなかとみのよしのぶあそん	1	1
126462	百人一首抄	ひゃくにんいっしゅしょう	1	1
166692	百人一首色紙（柿本人丸）後西天皇宸翰	ヒャクニンイッシュシキシ(カキモトヒトマル)ゴサイテンノウシンカン	1	1
164397	百人一首帖	ひゃくにんいっしゅじょう	1	1
53257	百人一首乳母かゑとき・猿丸太夫	ひゃくにんいっしゅうば　　　　　さるまるだゆう	1	1
51307	百人一首乳母かゑとき・柿の本人麿	ひゃくにんいっしゅうば　　　　　かき　もとのひとまろ	1	1
53255	百人一首乳母か縁説・元良親王	ひゃくにんいっしゅうば　えとき　もとよししんのう	1	1
51303	百人一首乳母か繪とき・參議篁	ひゃくにんいっしゅうば　え　さんぎのたかむら	1	1
51306	百人一首乳母か繪説・在原業平	ひゃくにんいっしゅうば　えとき　ありわらのなりひら	1	1
53842	百人一首之内・猿丸大夫	ひゃくにんいっしゅのうち　さるまるたゆう	1	1
53844	百人一首之内・柿本人丸	ひゃくにんいっしゅのうち　かきのもとのひとまろ	1	1
53846	百人一首之内・光孝天皇	ひゃくにんいっしゅのうち　こうこうてんのう	1	1
53841	百人一首之内・在原業平朝臣	ひゃくにんいっしゅのうち　ありわらのなりひらあそん	1	1
53839	百人一首之内・寂蓮法師	ひゃくにんいっしゅのうち　じゃくれんほうし	1	1
53845	百人一首之内・周防内侍	ひゃくにんいっしゅのうち　すおうのないし	1	1
53840	百人一首之内・清原元輔	ひゃくにんいっしゅのうち　きよはらのもとすけ	1	1
53838	百人一首之内・大江千里	ひゃくにんいっしゅのうち　おおえのちさと	1	1
53843	百人一首之内・中納言行平	ひゃくにんいっしゅのうち　ちゅうなごんゆきひら	1	1
53847	百人一首之内・藤原興風	ひゃくにんいっしゅのうち　ふじわらのおきかぜ	1	1
53835	百人一首之内・能因法師	ひゃくにんいっしゅのうち　のういんほうし	1	1
53836	百人一首之内・文屋康秀	ひゃくにんいっしゅのうち　ぶんやのやすひで	1	1
53837	百人一首之内・良暹法師	ひゃくにんいっしゅのうち　りょうぜんほうし	1	1
124609	百人女郎品定	ひゃくにんじょろうしなさだめ	1	1
54598	百姓の祖神	ひゃくしょう　そしん	1	1
125219	百千鳥《百千鳥；諸鳥飼やうの伝書》	ももちどり	1	1
48624	百千鳥白梅　三幅対　中　中村吉蔵	ももちどりしらうめ　さんぷくつい　なか　なかむらきちぞう	1	1
172385	百僧供養之碑搨本	ヒャクソウクヨウノヒタクホン	1	1
37887	百草	ひゃくそう	1	1
170264	百陀釜	ヒャクダガマ	1	1
126460	百体百人一首	ひゃくたいひゃくにんいっしゅ	1	1
4876	百鳥万歳図	ヒャクチョウバンザイズ	1	1
